ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
209,30000,2,3,2,70,-1,2,-1,0,4,0,133751,67291,14026,283914,357471,381191,56980,22327,39129,46860,25637,43769,0
210,200000,1,3,2,29,0,3,0,0,-1,1,219062,232368,151993,248347,7358,24504,10402,9708,52337,55998,5107,42583,0
211,30000,1,3,2,22,6,-1,-1,-1,0,2,395390,-5067,124431,30636,198653,165080,38300,4263,2466,13501,28598,34634,1
212,200000,2,2,2,38,6,-1,-1,-1,-1,-1,392863,139664,156402,304698,348720,387703,25528,9038,25740,1348,16660,51951,0
213,200000,1,3,2,23,2,0,-1,2,7,4,52940,223935,289343,273144,299716,311734,49829,3030,39985,43149,41314,33380,1
214,80000,1,2,1,59,-1,0,0,-1,-1,-1,204214,19729,228343,368023,314007,28688,43957,28882,57153,27128,34369,46833,0
215,200000,2,3,1,71,8,0,3,1,0,0,9762,327068,170709,126253,193580,28214,13224,7192,29054,40975,24945,671,1
216,30000,1,3,2,72,1,1,5,-1,-1,5,273714,100073,179292,29407,4050,64130,50163,32424,31438,50491,5889,28701,1
217,10000,2,2,2,26,8,-1,-1,0,1,-1,236687,380258,252690,123358,146054,234550,52873,11094,54799,25630,31514,53723,1
218,10000,1,1,1,52,6,1,-1,2,0,0,104751,105915,136959,205153,126534,328753,11768,18874,19806,2242,50461,57844,1
219,80000,2,2,2,52,0,3,-1,0,-1,-1,195447,130926,197206,37476,228228,249194,42120,23641,36530,44871,16499,11543,0
220,500000,2,2,1,51,-1,5,1,5,-1,0,292564,122957,282911,208115,324222,173604,47513,4140,41185,18384,32316,31785,0
221,20000,2,3,2,74,0,-1,2,-1,1,0,246595,189331,382891,66523,185186,49263,54459,19945,18573,46920,21654,23590,0
222,80000,1,3,2,28,5,1,-1,-1,0,-1,47830,297676,279962,134895,218388,351773,28248,48413,1570,32134,25201,27724,1
223,200000,2,4,1,25,-1,1,0,-1,2,0,108168,55041,3494,210252,281210,202519,7233,47844,3795,58393,36447,11304,0
224,30000,1,3,2,63,0,5,-1,0,-1,2,68928,312587,302332,345476,163546,369631,4691,56605,39678,51860,18596,1319,0
225,200000,2,3,2,56,-1,0,5,-1,5,7,368911,18236,163993,295795,273405,215184,40759,34950,47611,23178,58633,36043,0
226,50000,2,3,1,50,0,0,-1,2,-1,-1,249060,8133,167118,183522,276442,346984,36816,36540,27921,5615,33765,28193,0
227,300000,2,2,1,31,1,0,0,0,1,0,354626,68228,333111,187178,389587,155799,6737,25022,40718,21294,58787,10075,1
228,100000,2,3,2,27,-1,2,0,-1,0,-1,392805,242254,278719,258735,355501,191341,9208,44385,19052,56800,29620,27190,0
229,100000,2,2,3,58,6,-1,0,1,0,1,53571,387435,215100,122189,239855,-7270,6736,7841,17783,17177,50001,38615,0
230,20000,1,2,2,74,-1,1,-1,0,0,8,334788,28755,244669,83727,354338,264813,51737,4137,23048,8956,38009,5207,0
231,80000,2,4,1,77,0,1,0,0,0,1,136387,6994,125651,-1214,361430,90867,11151,24472,46787,21953,48663,28927,0
232,300000,2,3,1,35,0,3,0,2,-1,0,311713,90375,14610,51389,199671,92581,18849,1695,9495,9018,40030,35354,1
233,10000,1,2,1,55,-1,-1,0,-1,5,1,184726,126720,309023,98719,243506,128458,55017,9271,6416,58990,1268,8365,1
234,200000,1,2,2,52,-1,0,2,-1,-1,0,90771,379569,121552,136531,31947,85250,28044,16926,8241,54456,45537,810,0
235,80000,2,4,2,77,-1,2,1,0,-1,1,60411,176514,162744,91618,386824,366827,53047,37231,3204,41608,11434,41684,0
236,200000,2,2,2,70,1,0,1,-1,-1,-1,194775,147723,69611,351333,84052,309266,11786,34605,22494,1694,10732,56940,0
237,150000,2,4,2,28,-1,0,2,-1,2,0,178423,65852,44675,217440,-9549,298937,45523,22392,47350,27467,48606,45977,0
238,80000,1,4,1,60,1,0,0,0,0,-1,158434,370329,55437,238598,332237,-8655,14801,22312,22974,53542,1218,34607,1
239,50000,1,3,2,69,-1,1,5,-1,-1,0,155430,371537,102676,314275,243686,282019,37310,22972,45440,2678,52177,14560,0
240,150000,1,2,1,34,5,0,0,5,-1,2,380028,313268,146056,279249,246850,96036,12175,33369,8388,20297,27879,28281,1
241,20000,1,1,2,41,1,-1,-1,-1,6,-1,70894,303406,358377,281758,70958,303401,43287,20351,54105,37436,32206,7550,1
242,100000,1,1,2,79,-1,0,-1,0,-1,0,98305,342078,93125,238566,299369,-1662,28999,2268,32428,16830,5721,17674,0
243,10000,1,2,2,42,0,0,3,1,5,0,244934,179732,223249,227104,162161,113974,52682,33364,3700,8121,54574,31559,0
244,150000,2,3,1,26,-1,0,0,-1,6,0,24569,155816,288756,11607,197112,325933,46311,49277,39873,30946,37180,53410,0
245,150000,1,4,2,78,-1,1,0,1,-1,-1,229756,-9626,131983,76036,298319,368000,32332,6110,20850,25192,8769,13680,1
246,10000,1,2,2,68,-1,-1,-1,0,0,5,121228,378155,48689,335838,34477,21190,26727,43032,43967,12786,3789,45192,0
247,200000,1,2,1,24,0,0,0,0,1,-1,239457,271859,285362,162197,273142,232890,31032,45880,53556,45105,29787,1113,0
248,80000,2,2,2,48,-1,0,0,-1,-1,0,174348,45191,60087,251399,215686,36785,5679,47216,13853,35931,54653,56595,0
249,200000,2,2,1,65,0,2,-1,5,1,-1,288446,12022,-5369,225571,370017,384347,56382,56317,15423,41053,47272,40009,0
250,10000,1,2,2,25,0,0,1,-1,0,2,21818,194576,330405,368758,108998,180814,22880,29073,54481,23125,35572,23139,0
251,20000,2,4,2,46,2,7,0,-1,3,0,365857,137006,147674,258378,251211,398449,6952,28020,949,39947,2385,59212,1
252,80000,2,2,2,35,-1,1,0,-1,-1,0,239969,242858,269167,283690,298826,52170,12880,34555,10808,4087,36961,42210,0
253,20000,1,2,2,28,6,0,0,-1,-1,6,-7755,133374,335358,21020,387824,256804,58453,16249,28414,945,21699,49277,0
254,50000,2,3,3,25,0,0,2,-1,0,-1,277898,161616,192446,147515,57516,239515,12005,32378,54050,6134,19743,4902,0
255,150000,2,1,2,54,-1,0,0,2,-1,4,209077,285255,241797,143413,248965,159266,6926,36533,56429,8400,57334,17692,0
256,20000,1,4,1,33,-1,2,0,3,0,2,142308,226589,30856,332256,170942,61734,515,10613,24982,19856,51206,30387,1
257,150000,2,4,3,63,0,7,-1,0,-1,6,329174,45949,59735,249150,-3769,71542,14300,58246,51920,49728,45774,41692,0
258,20000,1,1,1,73,1,-1,0,0,2,-1,288827,155933,374546,311009,248647,323765,59182,31024,33020,51718,20227,28475,1
259,20000,1,3,2,51,-1,0,8,0,0,2,115975,362360,369270,105797,80207,381648,42047,53873,45534,27662,42986,17821,0
260,100000,1,3,2,38,-1,0,-1,-1,0,-1,226511,85360,-1612,157587,144974,34181,28277,13337,19001,58793,16891,55762,0
261,200000,1,2,1,32,-1,0,-1,2,-1,2,58793,185732,236886,214402,146541,356602,25334,37475,58023,8218,35302,5135,0
262,20000,2,2,1,57,3,-1,-1,-1,0,0,273212,14437,221372,345405,161517,80795,48374,33369,44821,25035,15244,34487,1
263,30000,2,4,2,62,-1,-1,0,-1,-1,0,363090,153461,42011,220756,-2629,118858,25564,41472,19580,57463,12246,49288,1
264,500000,1,2,1,32,0,0,-1,2,-1,-1,79362,16697,220700,297272,156973,189263,47954,51505,49942,59015,48247,15724,0
265,500000,1,2,2,41,0,2,-1,0,0,0,41669,38970,10739,80803,314874,169603,54076,31516,38675,17268,23626,7800,0
266,100000,2,2,1,35,-1,1,1,-1,2,5,154442,64998,348159,360356,271807,362743,35899,1173,41498,54324,41862,55465,0
267,80000,2,2,2,67,1,0,0,1,0,0,138289,336081,396041,195105,110938,155610,41690,56731,52323,58384,41697,59789,0
268,50000,2,3,2,41,0,-1,1,0,4,0,182522,344395,55420,325875,88839,321178,35710,40790,27131,26289,28805,30487,0
269,150000,2,3,3,58,1,-1,4,0,-1,0,164417,196688,335626,61493,359921,321908,43941,38005,44913,42219,36718,13666,1
270,100000,2,3,2,76,1,0,0,-1,-1,-1,190582,72803,246291,378341,194920,107713,36174,53349,42203,5614,16653,26181,0
271,30000,1,2,2,36,-1,-1,3,-1,1,-1,141318,169097,29897,346855,246408,359662,25392,53768,24333,39613,9652,16866,0
272,10000,2,3,1,33,-1,-1,0,1,0,0,302709,101249,32940,314180,280561,398290,36836,3845,39603,41530,51310,5453,0
273,20000,2,2,2,42,-1,-1,3,1,1,-1,147753,68168,200444,201329,255312,318234,50120,44021,15620,22153,3089,44248,0
274,500000,1,2,2,59,0,0,7,0,-1,-1,28296,347614,42286,112367,348397,2009,54282,9563,8055,54860,52782,38911,0
275,80000,2,2,2,43,0,0,-1,-1,0,0,391000,242711,113853,5392,340428,157446,23655,35327,39039,32953,29350,46514,0
276,80000,1,2,2,42,2,1,1,-1,-1,3,276165,139082,377771,343276,116647,178319,2735,42563,20396,44529,53755,36591,1
277,80000,1,3,1,71,-1,-1,3,1,0,0,391193,214441,179286,288595,140530,163771,10265,14263,28821,15003,36320,34793,0
278,200000,2,2,2,29,-1,-1,-1,0,2,-1,193883,394802,167698,30984,241409,328214,15669,6043,47682,895,9077,39458,0
279,10000,1,2,2,56,0,1,-1,2,2,0,274805,322847,351907,235501,150557,347153,28390,18080,9346,58179,32852,33964,1
280,10000,1,2,2,53,0,2,-1,1,0,-1,200511,281704,116861,322087,303884,85447,37620,28535,32890,1897,4327,47144,0
281,30000,2,3,2,45,2,0,-1,-1,0,0,101398,262427,46367,384745,196976,239335,48130,57225,15433,45995,4581,32372,1
282,80000,2,2,2,42,-1,0,0,0,4,3,382346,103145,349584,65452,386295,393610,21663,12598,21427,48377,50186,30043,0
283,150000,2,3,1,59,-1,-1,4,-1,-1,-1,395816,364179,9625,345628,92656,42362,19884,16351,44034,48254,3363,19747,0
284,80000,2,1,2,72,4,-1,3,-1,-1,-1,282469,274575,374103,227685,256350,261375,20338,59169,1475,15111,53864,29967,0
285,80000,2,1,1,25,-1,2,-1,0,0,-1,49334,122995,164686,53411,138658,286993,3330,5078,56539,44812,54663,47170,0
286,500000,1,2,1,75,0,-1,3,0,3,4,288475,233997,247981,398485,197854,387009,5614,39661,15835,23770,21411,39430,0
287,20000,1,2,1,21,-1,2,-1,-1,2,3,170938,10312,239964,328941,170303,341294,9015,21430,2618,52072,58367,28312,0
288,100000,1,2,2,54,-1,0,-1,0,4,0,222712,53790,352047,216452,221884,69248,10731,27530,47156,54688,16046,29996,0
289,100000,1,2,3,44,8,4,0,0,1,5,286711,28603,32330,345544,13774,279838,47714,34524,46825,5614,16133,35873,1
290,80000,1,1,1,38,-1,0,-1,-1,-1,2,187575,-4897,76138,91743,39633,397847,10540,46745,33922,15499,41738,32858,0
291,300000,1,2,2,68,2,-1,-1,-1,2,-1,351533,315810,27574,32305,41800,389786,58044,7534,34206,31873,14775,27870,0
292,30000,1,2,2,52,1,-1,-1,-1,2,2,-8694,368423,246206,161188,105519,210442,31203,13218,36151,13147,21212,45856,1
293,500000,1,3,2,33,2,0,0,0,-1,-1,54407,57509,265679,27413,352697,321987,25733,50675,2195,12213,31620,31307,1
294,50000,2,2,2,73,-1,0,-1,0,0,-1,84830,89570,246634,292532,389541,81548,56305,59907,34921,26594,41014,10557,0
295,100000,1,4,2,41,0,1,0,1,2,1,35353,180084,153099,150285,63941,-3543,14563,23813,20509,55927,5205,40274,0
296,100000,2,2,1,60,-1,0,0,1,0,0,149132,188474,127535,231317,287424,72478,9664,14909,37151,4749,41631,7148,0
297,300000,1,2,2,29,0,0,0,8,-1,-1,12275,352903,70738,87347,55873,39561,16032,5872,29220,40720,1817,13078,0
298,80000,1,2,2,26,-1,0,-1,0,-1,0,261291,147225,238756,68181,302853,358291,19069,36876,57167,819,59486,40481,0
299,30000,1,3,2,56,-1,-1,1,4,1,-1,129299,333125,77146,44571,179785,76965,52008,14005,16132,3655,53949,32667,0
300,10000,2,2,1,24,8,-1,0,0,-1,0,188924,197793,7214,237423,198726,244475,15974,4540,7062,14935,58155,9572,1
301,50000,2,4,1,76,-1,-1,-1,-1,1,-1,54316,341569,248493,341458,137766,135938,52439,21241,37065,43706,54243,59261,0
302,300000,1,3,1,30,-1,7,1,2,0,2,25686,325841,195793,243939,15274,145714,20983,34725,1429,14241,58822,6254,0
303,10000,1,3,1,50,0,0,0,-1,-1,4,233035,161245,391233,364188,89776,367534,12962,38699,14151,8698,25194,42166,0
304,300000,2,2,2,54,0,2,2,0,-1,0,49795,104148,220185,166573,43037,180237,27304,45254,50275,44375,48973,46315,1
305,100000,1,2,1,71,0,0,4,0,-1,-1,7870,188945,356692,215309,202261,233022,17107,54927,45971,41070,9081,26817,0
306,20000,2,1,1,30,1,-1,0,0,2,0,126089,273455,332511,236503,198382,393037,2738,32059,25001,30909,27228,39016,1
307,50000,2,4,2,75,-1,0,0,3,2,6,312864,358521,63193,107128,349447,66723,1087,7758,11831,13317,14092,34509,0
308,100000,1,3,1,35,-1,-1,2,1,0,1,182351,113388,14814,163409,397700,135310,3907,30002,9759,15251,30789,37088,0
309,50000,2,2,2,77,0,-1,1,1,-1,0,331843,237396,366370,140625,295473,182585,8237,35233,16509,28432,51504,32274,0
310,20000,2,2,1,52,0,0,3,0,-1,-1,182752,283148,-4023,213070,399474,103999,43319,52020,12608,44330,58147,59806,0
311,150000,2,2,3,36,-1,-1,1,0,-1,-1,-1104,87809,150913,-5760,318393,32504,4268,11797,29598,37867,52917,54918,0
312,150000,2,3,3,54,-1,4,0,3,1,2,160474,144042,130318,11349,345704,253158,52122,9056,6138,53971,7601,7479,0
313,20000,1,2,2,65,1,-1,0,2,1,1,255229,326662,146229,20643,15549,397864,41166,58304,59689,4475,42450,50698,0
314,30000,1,3,1,69,5,0,0,0,-1,0,72653,201180,378095,28704,75364,371851,6095,10065,38621,1914,50162,21916,1
315,30000,2,1,2,37,-1,3,0,-1,0,-1,12716,29761,365238,261815,358518,374758,45362,22401,48237,11838,1116,38374,0
316,150000,1,4,2,46,-1,-1,1,-1,2,5,534,260863,396766,194463,159129,302609,42894,12086,57273,28837,32910,6659,0
317,200000,1,2,1,50,3,-1,3,0,0,0,263408,200055,49554,16842,23461,98493,49780,54298,50500,31226,11891,10395,1
318,200000,2,2,2,66,-1,3,-1,-1,0,-1,317364,224715,99930,39603,251740,245453,5483,50428,45920,54683,41151,53087,0
319,500000,1,4,1,61,0,-1,0,0,-1,0,165886,47887,994,265722,31425,16846,51436,37221,50992,37116,18858,15331,0
320,200000,1,3,1,25,0,5,0,2,7,-1,298998,143882,378045,365430,253559,27768,17669,1580,52688,43726,14175,50276,1
321,50000,2,2,2,24,-1,-1,1,8,0,2,311184,9350,370136,91152,105283,125459,47757,48848,12069,40041,6145,9860,0
322,20000,1,3,2,52,-1,-1,0,0,0,0,330113,251888,141411,233574,129884,127792,45665,42269,22420,21286,10058,3573,0
323,150000,2,1,2,68,-1,0,-1,-1,-1,-1,281981,146481,125859,21424,128698,348163,12765,21700,25489,35796,36879,51292,0
324,500000,1,1,2,46,2,-1,-1,-1,1,0,366693,193712,195940,308318,114397,66299,21114,23076,57072,33329,32681,14838,0
325,500000,1,2,1,36,-1,-1,-1,0,0,-1,379338,235155,122378,173362,393984,374325,39275,22464,23349,54947,1758,31654,0
326,30000,2,2,1,75,1,-1,0,-1,-1,2,123875,43575,159765,160640,161398,193720,6346,33355,1695,11037,9450,47975,1
327,30000,1,3,1,36,0,0,0,-1,0,0,162523,94186,-523,11201,358643,298064,47915,21654,35835,32825,46377,30949,0
328,10000,1,2,2,63,-1,1,1,-1,3,3,387808,195166,1095,229678,361975,92636,37686,2102,19024,49162,1966,11498,1
329,20000,1,2,1,29,-1,7,3,0,1,7,365502,5462,271116,217256,57688,-8439,17447,59481,56467,52148,21615,13977,1
330,100000,2,3,2,61,-1,2,-1,-1,0,0,98272,194681,302622,43799,28512,36930,10557,50848,43138,49621,5797,58247,0
331,100000,1,2,2,48,0,1,1,0,0,6,150962,257496,359269,57030,344532,257161,22825,15988,25607,22712,32911,21493,0
332,50000,1,1,2,74,2,-1,-1,8,-1,-1,64323,390180,345795,342233,99822,133501,48037,45377,26687,53471,12576,12537,0
333,50000,1,2,3,54,0,-1,-1,0,4,0,238071,259237,277901,35907,136792,268217,13669,23482,3216,58615,5796,37882,0
334,300000,1,3,2,35,-1,0,1,0,0,0,262310,257598,382433,235266,405,358072,42673,30885,18403,58416,54776,56863,0
335,80000,1,2,3,50,-1,0,0,-1,-1,-1,255468,256401,142741,44031,268094,359003,14951,45944,13862,148,5036,20670,0
336,300000,2,4,2,65,2,2,4,-1,-1,0,92197,371214,228,295239,54231,275419,47930,49104,59508,23956,7381,23737,0
337,500000,1,3,1,45,-1,2,0,-1,8,2,60251,152525,380191,235535,14791,356074,48278,29466,9822,16106,43826,34389,0
338,50000,1,3,2,72,-1,1,3,0,0,-1,240168,335395,45071,369194,79672,224286,48563,15018,57389,9258,13219,40215,0
339,30000,1,3,1,71,0,-1,8,-1,5,0,21242,54679,86873,271389,291637,271925,27605,22599,44694,52612,55606,23738,0
340,500000,2,3,2,79,0,-1,0,0,0,0,68012,326919,133891,241106,73465,343474,48950,55227,58354,18923,2671,17654,0
341,150000,1,4,2,51,1,0,0,-1,-1,5,141004,-9818,246209,390705,201406,279433,15462,16271,6216,22795,26941,2119,1
342,30000,1,3,1,46,-1,-1,-1,0,3,5,379196,269717,73301,272577,298905,140942,49686,20683,17998,19511,36581,35906,0
343,150000,2,2,2,41,8,1,3,-1,2,1,116078,197613,351159,219278,239862,209647,52144,34951,30318,12041,20168,40507,1
344,100000,2,2,2,60,4,7,6,5,6,0,67312,69287,289211,47136,115816,356491,12379,56865,45074,15187,30648,54092,1
345,500000,2,3,2,52,1,-1,8,-1,0,-1,329408,147482,32012,4038,325963,16205,7593,1032,8364,51885,20235,43357,0
346,30000,1,2,2,32,-1,-1,-1,6,-1,-1,223478,371020,32010,209320,241490,212298,35947,19626,46807,26912,36109,21902,0
347,500000,1,3,1,75,2,4,0,0,0,0,282483,258450,148484,262815,152044,307290,11577,49508,24747,5532,22324,41367,1
348,500000,2,4,2,53,0,3,-1,-1,0,0,361758,243035,90786,100798,151714,357172,31128,31139,57103,32882,11560,53115,0
349,20000,2,2,2,46,1,-1,0,2,2,-1,200923,118491,270711,276165,47296,152408,17960,15505,57235,59644,49945,38,1
350,20000,1,2,2,47,0,-1,-1,1,1,-1,174609,257345,163908,103650,27693,67923,29028,5778,16138,36274,58795,34876,0
351,100000,2,2,2,39,0,-1,-1,-1,0,-1,206437,384507,35869,325994,279578,186188,35248,16288,4105,46608,36226,14520,0
352,10000,2,2,1,29,-1,-1,-1,1,-1,2,279099,202610,64988,361658,96190,258694,40749,41022,25764,26280,31258,29514,1
353,30000,2,3,2,25,0,-1,-1,5,3,-1,214989,333516,318300,16416,57745,374243,53318,48773,44891,56821,48515,56655,0
354,80000,1,2,1,75,-1,4,0,1,0,2,325979,1521,359793,306200,375051,254645,20611,53593,30828,42049,40949,23946,0
355,500000,2,2,3,65,-1,-1,-1,-1,2,3,341751,136230,137642,329794,265392,318926,38820,45098,34937,55126,37992,8834,0
356,500000,1,2,2,74,3,-1,0,-1,0,0,15626,314777,344831,65405,88586,57721,31959,48977,41784,19532,37913,14402,0
357,20000,1,2,1,62,2,-1,0,0,1,-1,151767,357491,76917,250131,-1508,-2429,5358,16225,52240,47840,58807,35443,1
358,300000,2,1,1,77,0,1,0,-1,2,-1,200257,111518,381376,118017,188100,107062,50897,17726,25762,42456,43663,14146,0
359,10000,1,2,3,74,0,0,0,0,-1,-1,151732,117497,275309,344636,333685,149532,13769,11795,16693,11375,59194,6221,0
360,200000,1,3,3,31,-1,1,-1,1,-1,0,351078,88882,397158,147336,3178,286612,7292,37786,43213,8444,8507,13927,0
361,300000,1,2,2,51,2,0,0,0,0,0,353958,297460,298353,6204,6822,170002,41520,57018,46857,33394,7491,13289,0
362,300000,1,1,2,22,-1,-1,0,-1,0,-1,346904,275832,389696,397561,253438,9296,14662,44536,50730,14067,30787,15777,0
363,30000,1,2,2,21,-1,0,0,-1,2,0,157319,93456,120513,255458,218669,85200,51074,15142,8469,21979,55598,34392,0
364,300000,2,3,2,64,1,0,-1,0,4,1,55507,65905,327507,370939,377991,223859,5046,44843,36538,2849,18413,20512,1
365,20000,2,3,1,49,4,3,-1,-1,0,6,99031,192775,95732,89987,242568,115329,21925,39310,22006,12518,7696,34366,1
366,100000,2,2,1,36,3,-1,-1,0,-1,1,372772,3044,397016,278892,113271,25926,55492,58764,44294,27250,11610,22293,1
367,80000,2,3,2,47,4,0,7,4,4,4,198965,290408,353209,86718,388060,131337,50559,3211,21945,47936,43574,31980,0
368,50000,2,3,2,58,-1,0,0,6,-1,-1,111868,225203,366010,154099,148539,65102,11831,6835,40498,7054,31447,2789,0
369,10000,1,3,2,69,5,1,4,1,6,1,230666,115700,394308,347481,123103,45976,12965,10915,31889,1568,7549,44686,1
370,200000,2,3,1,52,-1,1,-1,1,-1,8,51267,204442,172707,39085,36141,10774,2544,1455,38362,14347,20765,7034,0
371,50000,2,3,2,50,2,0,0,-1,-1,1,129054,78433,308428,357720,116145,363635,37245,7639,17729,42666,36883,20010,1
372,150000,1,1,2,55,1,0,0,-1,0,0,194943,125216,178538,317679,384527,264426,34679,14440,4513,28790,44206,5376,1
373,80000,1,2,2,29,0,1,0,-1,2,0,126656,67990,365238,99646,394827,112597,28883,58129,45220,28922,14028,16437,0
374,50000,1,3,2,50,1,0,-1,0,7,6,83423,342342,77161,270451,361614,323750,47713,15451,6798,1403,8984,38242,1
375,300000,2,2,1,38,-1,-1,0,-1,7,-1,227353,25985,74188,19450,-5027,146917,13406,17206,22818,19232,2444,6579,0
376,10000,2,2,1,21,-1,0,5,-1,0,0,354349,29440,144684,312722,311863,39561,35527,3666,50276,14143,27009,9106,0
377,200000,2,3,2,61,-1,0,3,-1,0,-1,243630,66469,227214,217283,151441,213450,11478,5565,47689,14680,1603,419,0
378,200000,1,4,1,36,2,-1,1,1,1,2,238573,154625,299392,381321,291998,349419,7478,2891,25831,1393,3143,34122,0
379,50000,2,1,2,59,-1,0,0,-1,2,0,153440,146543,380613,-5510,27514,173530,21117,36856,8290,21752,55959,50041,0
380,30000,1,3,2,75,-1,-1,0,-1,-1,-1,9870,390948,186340,181464,289900,159839,52584,39463,9777,35447,52279,14549,0
381,10000,1,2,2,21,0,-1,0,3,-1,1,305602,72149,137506,91400,375640,233138,33377,4438,53880,8323,6411,16443,0
382,500000,1,3,2,45,0,8,3,8,-1,1,103228,338981,237447,61891,80484,314518,9446,40587,32536,29732,8231,15468,0
383,500000,1,3,1,37,-1,-1,4,0,-1,1,342436,198464,301893,343967,211401,66657,36747,42972,42792,22178,25730,50950,0
384,30000,1,3,2,39,2,3,0,0,2,2,153966,63968,329706,350880,371049,-3464,11544,376,29441,47300,24182,3045,1
385,10000,2,4,2,78,-1,2,1,-1,-1,3,285347,76091,146442,48346,203174,37653,14589,32036,9889,1211,15956,58519,1
386,20000,1,4,2,22,-1,1,0,-1,8,2,75326,79769,300549,204749,273323,173414,51512,2446,25450,23537,26041,28063,0
387,10000,2,4,2,54,0,0,-1,0,-1,-1,84989,231184,96184,309480,390028,366505,21377,57276,5980,58212,10331,51610,0
388,300000,1,2,1,42,-1,2,1,0,0,5,257185,340637,137775,242011,278100,328348,44186,23508,34130,19095,30456,12395,0
389,300000,2,2,2,26,2,2,-1,-1,0,-1,104398,349136,128193,342729,186937,389989,38285,5622,25059,45502,52193,25244,0
390,20000,2,2,2,34,0,-1,-1,0,0,0,331578,363255,2421,239170,131300,136146,59397,30468,1489,42552,54080,13512,0
391,200000,2,2,3,30,0,-1,0,-1,3,-1,101918,341319,137290,253830,319795,255568,30206,16206,36761,833,47007,28950,0
392,20000,2,3,2,51,0,0,2,2,1,0,34327,383112,265961,361025,82325,165120,53237,32897,30123,25009,49504,10783,1
393,50000,2,2,1,33,2,3,-1,-1,0,-1,128312,203978,-9282,399067,281205,219677,52385,1394,38865,23533,48785,16792,1
394,100000,2,4,2,61,0,-1,0,-1,2,-1,71530,123826,161584,279362,244432,293871,38421,21826,42685,41136,19778,11162,0
395,200000,1,2,2,31,6,0,-1,2,5,0,122131,160790,112126,78869,329161,259215,52164,6411,15685,18334,2024,57302,0
396,300000,1,1,1,24,3,0,6,-1,0,1,59662,337020,159092,108822,236000,68973,22348,58712,23106,33071,55272,22058,0
397,10000,1,2,2,63,0,1,-1,3,0,1,-4230,338807,290786,106428,53111,104972,24629,22044,44179,19480,57585,45670,0
398,20000,1,1,2,63,2,0,-1,-1,1,0,321150,232179,213511,123686,387462,45964,44385,51865,23937,13960,10557,27887,1
399,30000,1,2,2,34,-1,1,0,3,0,4,337311,229754,126838,56611,92242,157412,59684,24643,24946,22384,50833,7111,0
400,50000,2,3,1,22,2,-1,8,-1,-1,0,174424,-4785,176655,-3924,109871,380277,46099,17881,36973,21571,37977,28365,1
401,500000,1,2,1,45,-1,0,-1,0,0,-1,374112,50614,169203,95236,50761,311920,42685,25686,41894,20489,26729,10730,0
402,200000,1,3,2,61,-1,-1,0,2,1,5,290877,344529,209486,210909,-3942,197031,12801,14461,46539,52919,56143,2860,0
403,50000,2,2,1,24,0,0,0,-1,0,0,329538,89204,97946,97451,104885,322194,58198,47325,21890,11566,55329,43383,0
404,500000,1,3,3,30,-1,4,-1,3,1,0,201738,-8035,267907,243456,159911,9569,1031,30542,17906,16691,3971,27236,0
405,80000,2,3,2,55,0,0,0,-1,0,1,193326,132058,128792,236963,347032,79634,51367,23791,25933,55776,40088,45442,0
